LoadNumber,LoadName,PnaLoad,PssLoad,NspLoad,SectionNumber,StdDeviationForMwNoise,MwFrequencyBiasFactor,MvFrequencyBiasFactor,LoadType,OptimizationStatus,LoadShedCostCurvWF,MwConstantPowerFactor,MwConstantCurrentFactor,MwConstantImpedanceFactor,MvConstantPowerFactor,MvConstantCurrentFactor,MvConstantImpedanceFactor,ColdLoadAlphaFactor,ColdLoadBetaFactor,MwStandardDeviation,MwInversion,MwMeasOverrideStatus,MwReplacementValue,CmeMwUsage,MvStandardDeviation,MvInversion,MvMeasOverrideStatus,MvReplacementValue,CmeMvUsage,MwHiCtrlLimit,MwLowCtrlLimit,MwOptMinShiftTarg,MwMaxTransferFlag,MwPseudoMeasurementSe,MvPseudoMeasurementSe,MwInjErrDistribFactSe,MvInjErrDistribFactSe,ActiveMwCostCurve,FlaLoadSeqImpedanceFlag,FlaLoadPassiveComponent,FlaActiveCompZeroSeqResis,FlaActiveCompZeroSeqReac,FlaActiveCompPosSeqSubTrResis,FlaActiveCompPosSeqSubTrReac,FlaActiveCompPosSeqTrReac,FlaPassiveCompZeroSeqResis,FlaPassiveCompZeroSeqReac,FlaActiveCompNegativSeqResis,FlaActiveCompNegativSeqReac,TsmOptimizationStatus,AssetLabel,DefaultMwSchedule,DefaultMvOrPfSchedule,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,CommentText1,CommentText2,CommentText3,LoadResponseLeadTime,LoadResponseRateOfIncrease,LoadResponseRateOfDecrease,ConnectionStatusIndicatorRef,BusNumberRef,MwTelemetryRef,MvTelemetryRef,Mw_StandardDeviation,MwInversionFlag,MwCmeUsage,MwOverrideStatus,Mw_ReplacementValue,SetOrder4,MwAnalogPointRef,MwCtBreakerRef,Mv_StandardDeviation,MvInversionFlag,MvCmeUsage,MvOverrideStatus,Mv_ReplacementValue,SetOrder5,MvAnalogPointRef,MvCtBreakerRef,AmpStandardDeviation,AmpInversionFlag,AmpCmeUsage,AmpOverrideStatus,AmpReplacementValue,SetOrder6,AmpAnalogPointRef,AmpCtBreakerRef,CurveNumber,CostAtFirstBrkpt,MwAtBrkpt01,CostAtBrkpt01,MwAtBrkpt02,CostAtBrkpt02,MwAtBrkpt03,CostAtBrkpt03,MwAtBrkpt04,CostAtBrkpt04,MwAtBrkpt05,CostAtBrkpt05,MwAtBrkpt06,CostAtBrkpt06,MwAtBrkpt07,CostAtBrkpt07,SinglePhTransCurRef,SinglePhSubtransCurRef,ThreePhTransCurRef,ThreePhSubtransCurRef,
5810,LASKER,No,Yes,Yes,58,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2174397,2.14713217,.418572204,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329661,3514,NULL,NULL,3,+,In/Out,Normal,NULL,10,1625,NULL,3,+,In/Out,Normal,NULL,11,76809,NULL,10,+,Out,Block,NULL,263,76806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5811,RAZOR,No,Yes,Yes,59,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2182938,1.840399002,.174405085,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329662,3514,NULL,NULL,3,+,In/Out,Normal,NULL,10,1626,NULL,3,+,In/Out,Normal,NULL,11,76789,NULL,10,+,Out,Block,NULL,263,76786,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5812,PAINT,No,Yes,Yes,61,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2189774,3.16957606,1.081311526,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329663,3514,NULL,NULL,3,+,In/Out,Normal,NULL,10,1627,NULL,3,+,In/Out,Normal,NULL,11,76794,NULL,10,+,Out,Block,NULL,263,76791,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5813,PADDY,No,Yes,Yes,62,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2178910,2.760598504,.383691187,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329664,3514,NULL,NULL,3,+,In/Out,Normal,NULL,10,1628,NULL,3,+,In/Out,Normal,NULL,11,76799,NULL,10,+,Out,Block,NULL,263,76796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5814,TWAIN,No,Yes,Yes,63,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2190618,4.396508728,.313929153,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329665,3514,NULL,NULL,3,+,In/Out,Normal,NULL,10,1629,NULL,3,+,In/Out,Normal,NULL,11,76748,NULL,10,+,Out,Block,NULL,263,76745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5815,CALIBER,No,Yes,Yes,64,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2138436,3.680798005,.034881017,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329666,3514,NULL,NULL,3,+,In/Out,Normal,NULL,10,1630,NULL,3,+,In/Out,Normal,NULL,11,76753,NULL,10,+,Out,Block,NULL,263,76750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5816,THORNBURG,No,Yes,Yes,65,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2188278,2.351620948,.174405085,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329667,3514,NULL,NULL,3,+,In/Out,Normal,NULL,10,1631,NULL,3,+,In/Out,Normal,NULL,11,76768,NULL,10,+,Out,Block,NULL,263,76765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5817,MARK,No,Yes,Yes,66,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2178101,2.453865337,.34881017,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329668,3514,NULL,NULL,3,+,In/Out,Normal,NULL,10,1632,NULL,3,+,In/Out,Normal,NULL,11,76758,NULL,10,+,Out,Block,NULL,263,76755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5822,WOOKIE,No,Yes,Yes,76,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2190707,3.915267176,.342693955,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329695,3572,NULL,NULL,3,+,In/Out,Normal,NULL,10,2205,NULL,3,+,In/Out,Normal,NULL,11,1305,NULL,10,+,Out,Block,NULL,263,1302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5823,CHEWBACCA,No,Yes,Yes,75,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2137579,1.702290076,.342693955,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329696,3572,NULL,NULL,3,+,In/Out,Normal,NULL,10,2200,NULL,3,+,In/Out,Normal,NULL,11,1300,NULL,10,+,Out,Block,NULL,263,1297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5824,SKYWALKER,No,Yes,Yes,74,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2185728,1.10648855,.085673489,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329697,3572,NULL,NULL,3,+,In/Out,Normal,NULL,10,2199,NULL,3,+,In/Out,Normal,NULL,11,61862,NULL,10,+,Out,Block,NULL,263,61859,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5825,HAN SOLO,No,Yes,Yes,73,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2160063,.255343511,.000856735,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329698,3572,NULL,NULL,3,+,In/Out,Normal,NULL,10,2198,NULL,3,+,In/Out,Normal,NULL,11,60983,NULL,10,+,Out,Block,NULL,263,60980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5826,LEIA,No,Yes,Yes,72,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2174774,1.10648855,.171346978,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329699,3572,NULL,NULL,3,+,In/Out,Normal,NULL,10,2197,NULL,3,+,In/Out,Normal,NULL,11,60978,NULL,10,+,Out,Block,NULL,263,60975,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5827,KONOBIE,No,Yes,Yes,52,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2169464,.766030534,.514040933,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329700,3572,NULL,NULL,3,+,In/Out,Normal,NULL,10,2188,NULL,3,+,In/Out,Normal,NULL,11,76908,NULL,10,+,Out,Block,NULL,263,76905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5828,VADAR,No,Yes,Yes,54,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2188197,2.212977099,.771061399,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329701,3572,NULL,NULL,3,+,In/Out,Normal,NULL,10,2189,NULL,3,+,In/Out,Normal,NULL,11,76913,NULL,10,+,Out,Block,NULL,263,76910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5829,NASA,No,Yes,Yes,55,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2173097,2.808778626,.000856735,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329702,3572,NULL,NULL,3,+,In/Out,Normal,NULL,10,2190,NULL,3,+,In/Out,Normal,NULL,11,76918,NULL,10,+,Out,Block,NULL,263,76915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5830,FORCE,No,Yes,Yes,57,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2159515,1.191603053,.171346978,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329703,3572,NULL,NULL,3,+,In/Out,Normal,NULL,10,2191,NULL,3,+,In/Out,Normal,NULL,11,76929,NULL,10,+,Out,Block,NULL,263,76926,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5831,YODA,No,Yes,Yes,58,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2190388,1.872519084,.514040933,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329704,3572,NULL,NULL,3,+,In/Out,Normal,NULL,10,2192,NULL,3,+,In/Out,Normal,NULL,11,76934,NULL,10,+,Out,Block,NULL,263,76931,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5832,JEDI,No,Yes,Yes,60,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2169087,1.78740458,.085673489,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329705,3572,NULL,NULL,3,+,In/Out,Normal,NULL,10,2193,NULL,3,+,In/Out,Normal,NULL,11,76939,NULL,10,+,Out,Block,NULL,263,76936,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5833,ANAKIN,No,Yes,Yes,61,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2134743,1.361832061,.085673489,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329706,3572,NULL,NULL,3,+,In/Out,Normal,NULL,10,2194,NULL,3,+,In/Out,Normal,NULL,11,76944,NULL,10,+,Out,Block,NULL,263,76941,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5834,DROID,No,Yes,Yes,62,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2149765,1.532061069,.257020466,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329707,3572,NULL,NULL,3,+,In/Out,Normal,NULL,10,2195,NULL,3,+,In/Out,Normal,NULL,11,76949,NULL,10,+,Out,Block,NULL,263,76946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5835,ENDOR,No,Yes,Yes,63,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2169080,.680916031,.257020466,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329708,3572,NULL,NULL,3,+,In/Out,Normal,NULL,10,2196,NULL,3,+,In/Out,Normal,NULL,11,60816,NULL,10,+,Out,Block,NULL,263,60813,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
5850,SHOWDOWN,No,Yes,Yes,55,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2183880,.6,.32,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,329690,3517,NULL,NULL,3,+,In/Out,Normal,NULL,10,3482,NULL,3,+,In/Out,Normal,NULL,11,211201,NULL,10,+,Out,Block,NULL,263,211198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
7109,LUCERNE,No,Yes,Yes,7,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2170245,.79,-.6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329786,4026,NULL,NULL,3,+,In/Out,Normal,NULL,4,222031,NULL,3,+,In/Out,Normal,NULL,11,69145,NULL,10,+,Out,Block,NULL,263,69143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
7110,FORAGE,No,Yes,Yes,8,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2152213,1.18,-.1,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329787,4026,NULL,NULL,3,+,In/Out,Normal,NULL,4,222032,NULL,3,+,In/Out,Normal,NULL,11,69149,NULL,10,+,Out,Block,NULL,263,69147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
7111,PETAN,No,Yes,Yes,10,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2179464,1.08,.2,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329788,4026,NULL,NULL,3,+,In/Out,Normal,NULL,4,222033,NULL,3,+,In/Out,Normal,NULL,11,69159,NULL,10,+,Out,Block,NULL,263,69157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
7112,MUSEUM,No,Yes,Yes,11,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2177864,.602,.3,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329789,4026,NULL,NULL,3,+,In/Out,Normal,NULL,4,222034,NULL,3,+,In/Out,Normal,NULL,11,69163,NULL,10,+,Out,Block,NULL,263,69161,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
7113,MUROC,No,Yes,Yes,6,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2186384,0,0,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329790,4027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,11,61049,NULL,10,+,Out,Block,NULL,263,61047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
7114,ALFALFA,No,Yes,Yes,3,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2141018,0,0,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329791,4027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,11,61041,NULL,10,+,Out,Block,NULL,263,61037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
7115,ROOSEVELT,No,Yes,Yes,2,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2186620,0,0,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329792,4027,NULL,NULL,3,+,In/Out,Normal,NULL,10,61025,NULL,3,+,In/Out,Normal,NULL,11,61035,NULL,10,+,Out,Block,NULL,263,61033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
7116,HOVEY,No,Yes,Yes,1,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2160619,0,0,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329793,4027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,11,61031,NULL,10,+,Out,Block,NULL,263,61029,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
7117,DIVISION,No,Yes,Yes,7,0,.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2149585,0,0,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329794,4028,NULL,NULL,3,+,In/Out,Normal,NULL,10,63637,NULL,3,+,In/Out,Normal,NULL,11,63638,NULL,10,+,Out,Block,NULL,12,63635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
